order_id,customer_name,date,gender,email,phone_number,category,price,quantity,customer_rating,month,sales
ORD-00223,Amlie Kharchenko,07/14/2026,-,Invalid email,(713) 315-8724,Home,374.88,2,1.1,July,749.76
ORD-00224,Bertrand Abdou,07/15/2026,-,bertrand.abdou19@gmail.com,Unknown,Grocery,256.8,7,3.3,July,1797.6
ORD-00225,Pailin Byk,07/15/2026,-,pailin.büyük4@aol.com,(203) 344-4615,Home,484.64,1,1.4,July,484.64
ORD-00226,Lynette Palumbo,07/15/2026,Female,lynette.palumbo14@gmail.com,(314) 478-1291,Not Known,133.92,2,3.4,July,267.84
ORD-00227,Michael Mrton,07/15/2026,Male,michael.márton23@gmail.com,(512) 677-3809,Electronics,406.21,6,2.3,July,2437.26
ORD-00228,Eqaluaq Alfitouri,07/15/2026,-,eqaluaq.al-fitouri74@gmail.com,(206) 233-9039,Grocery,291.17,5,2.0,July,1455.85
ORD-00229,Bacar Caill,07/16/2026,Male,bacar.caillé89@gmail.com,(863) 668-3821,Toys,355.19,2,1.4,July,710.38
ORD-00230,Namgyal Jarallah,07/16/2026,-,namgyal.jarallah26@gmail.com,(706) 907-1054,Home,58.22,5,4.1,July,291.1
ORD-00231,Chamroeun Antoniadis,07/16/2026,Male,chamroeun.antoniadis4@outlook.com,(573) 904-6646,Grocery,276.84,1,3.3,July,276.84
ORD-00232,Ashkan Lawrence,05/05/2026,Male,ashkan.lawrence4@gmail.com,(972) 809-5064,Clothing,320.5,10,10.0,May,3205.0
ORD-00233,Fiona Bakayoko,07/16/2026,-,fiona.bakayoko23@outlook.com,(501) 538-9459,Electronics,275.92,7,3.5,July,1931.44
ORD-00234,Henriette Sekuli,07/17/2026,Female,henriette.sekulić27@gmail.com,(916) 208-3231,Home,470.09,3,4.1,July,1410.27
ORD-00235,Andrea Nugraheni,05/05/2026,-,andrea.nugraheni48@gmail.com,(218) 218-9873,Beauty,359.04,2,2.6,May,718.08
ORD-00236,Murimi Fuentes,07/17/2026,Male,Invalid email,(716) 474-1670,Electronics,129.8,7,2.0,July,908.6
ORD-00237,Olga Barghouthi,07/17/2026,Female,olga.barghouthi18@icloud.com,(608) 438-6930,Beauty,26.94,2,2.4,July,53.88
ORD-00238,Camille Amaral,07/17/2026,-,camille.amaral14@gmail.com,(815) 588-6360,Clothing,326.35,6,2.4,July,1958.1
ORD-00239,Luisa Gordon,07/17/2026,Female,luisa.gordon31@gmail.com,(704) 914-6725,Toys,470.94,1,4.0,July,470.94
ORD-00240,Anna Moutombi,07/18/2026,Female,anna.moutombi21@gmail.com,(916) 248-6503,Beauty,41.57,1,2.8,July,41.57
ORD-00241,Ater Ots,07/18/2026,Female,Invalid email,(317) 559-6951,Toys,187.86,6,3.9,July,1127.16
ORD-00243,Thu Membreo,07/18/2026,-,thu.membreño30@gmail.com,(773) 893-2505,Toys,194.98,5,2.9,July,974.9
ORD-00244,Maj Dixon,07/18/2026,Female,maj.dixon18@gmail.com,Unknown,Grocery,245.02,100,2.7,July,24502.0
ORD-00245,Hassan Sgeirsson,07/18/2026,Male,hassan.ásgeirsson89@icloud.com,(913) 413-4191,Grocery,410.31,8,1.8,July,3282.48
ORD-00246,Stephen Owens,05/05/2026,Male,stephen.owens19@gmail.com,(312) 270-8205,Grocery,15.81,10,2.6,May,158.1
ORD-00247,Trevor Kardava,07/19/2026,Male,trevor.kardava81@yahoo.com,(940) 498-5931,Home,343.13,2,2.8,July,686.26
ORD-00248,Eerik Co,07/19/2026,Male,eerik.co80@icloud.com,(912) 347-3967,Grocery,114.67,3,1.5,July,344.01
ORD-00249,Albert Hofer,07/19/2026,-,albert.hofer50@icloud.com,(405) 672-8295,Home,242.5,2,1.7,July,485.0
ORD-00250,Lars Stanley,07/20/2026,-,lars.stanley77@hotmail.com,(202) 882-7699,Beauty,248.01,10,2.6,July,2480.1
ORD-00251,Sione Samaroo,07/20/2026,Female,sione.samaroo39@gmail.com,(805) 376-7779,Clothing,343.28,4,3.9,July,1373.12
ORD-00252,Laima Johansson,05/05/2026,Female,Invalid email,(605) 405-9531,Clothing,121.83,5,4.0,May,609.15
ORD-00253,Orlando Lejeune,07/20/2026,Male,orlando.lejeune27@icloud.com,(706) 789-0050,Grocery,386.22,9,1.4,July,3475.98
ORD-00254,Steven Chun,07/20/2026,Male,steven.chun67@hotmail.com,(509) 681-0540,Home,473.1,2,3.6,July,946.2
ORD-00255,Carmen Irakoze,07/20/2026,Female,carmen.irakoze6@yahoo.com,(515) 691-9169,Grocery,17.06,1,2.2,July,17.06
ORD-00257,Evelyne Ndaitwah,07/21/2026,Female,evelyne.ndaitwah30@gmail.com,Unknown,Beauty,80.21,2,2.8,July,160.42
ORD-00258,Oluwole Boukhari,07/21/2026,-,Invalid email,(561) 546-4096,Home,105.79,2,3.6,July,211.58
ORD-00259,Sylviane John,07/21/2026,-,sylviane.john92@gmail.com,(614) 318-5256,Beauty,234.74,5,4.0,July,1173.7
ORD-00260,Gabriela Bagayoko,07/21/2026,Female,gabriela.bagayoko90@gmail.com,(718) 642-1052,Electronics,61.29,8,1.2,July,490.32
ORD-00261,Orsolya Pierre,05/05/2026,-,orsolya.pierre15@gmail.com,(325) 908-4055,Beauty,242.5,8,1.3,May,1940.0
ORD-00262,Isabel Jozi,07/22/2026,Female,isabel.jozić75@gmail.com,(402) 499-0196,Electronics,202.4,7,1.9,July,1416.8
ORD-00263,Anthony Dennis,07/22/2026,Male,anthony.dennis40@gmail.com,(480) 663-7683,Clothing,91.62,9,2.8,July,824.58
ORD-00264,Gloria Karimou,07/22/2026,-,gloria.karimou97@gmail.com,(513) 350-8560,Electronics,191.01,8,2.4,July,1528.08
ORD-00265,Roxana Imamovi,07/22/2026,-,roxana.imamović81@yahoo.com,(303) 564-5481,Home,249.49,5,3.4,July,1247.45
ORD-00266,Alexis Iqbal,07/22/2026,-,alexis.iqbal92@hotmail.com,(202) 849-3302,Grocery,348.84,8,4.7,July,2790.72
ORD-00267,Natalia Pereyra,07/23/2026,-,natalia.pereyra56@gmail.com,(915) 919-4118,Beauty,394.01,9,3.0,July,3546.09
ORD-00268,Anas Berg,07/23/2026,Female,anaïs.berg15@hotmail.com,(814) 415-6744,Grocery,32.77,6,2.1,July,196.62
ORD-00270,Maximilin Bernard,07/23/2026,-,maximilián.bernard91@gmail.com,(786) 693-8202,Electronics,101.4,4,3.9,July,405.6
ORD-00271,Vlado Hagen,07/23/2026,-,vlado.hagen74@icloud.com,(508) 754-1797,Home,289.25,8,3.3,July,2314.0
ORD-00272,Ignacio Cordero,05/05/2026,Male,ignacio.cordero76@icloud.com,(415) 451-9693,Not Known,289.55,9,3.5,May,2605.95
ORD-00274,Unkown Unkown,07/24/2026,Male,lubona.badiane41@icloud.com,(202) 389-9241,Home,197.94,5,4.2,July,989.7
ORD-00275,Janet Nii,07/24/2026,Female,janet.nii20@yahoo.com,(714) 683-7115,Home,229.59,2,2.4,July,459.18
ORD-00276,Renato Oufkir,07/24/2026,-,renato.oufkir83@gmail.com,(805) 210-1270,Home,24.25,10,2.1,July,242.5
ORD-00277,Zaleha Mickala,07/25/2026,Female,zaleha.mickala88@gmail.com,(813) 900-1617,Grocery,32.58,7,2.5,July,228.06
ORD-00279,Margareta Silbanuz,07/25/2026,-,margareta.silbanuz91@icloud.com,(702) 307-3997,Beauty,290.32,7,1.3,July,2032.24
ORD-00280,Noemi Emmanuel,07/25/2026,-,noemi.emmanuel79@icloud.com,(775) 729-1741,Electronics,205.96,5,2.7,July,1029.8
ORD-00281,Ingrid Monik,07/25/2026,Female,ingrid.močnik31@hotmail.com,(904) 300-4090,Beauty,177.29,6,2.4,July,1063.74
ORD-00282,Chakkrit Elstad,07/25/2026,-,chakkrit.elstad23@gmail.com,(317) 910-2717,Toys,38.02,5,4.4,July,190.1
ORD-00283,Stephanie Schuster,07/26/2026,Female,Invalid email,(501) 724-1943,Beauty,117.58,8,2.3,July,940.64
ORD-00285,Eric Al Khaja,07/26/2026,-,Invalid email,(571) 324-6645,Home,111.4,3,3.6,July,334.2
ORD-00286,Carol Siyam,07/26/2026,-,carol.siyam19@gmail.com,(504) 483-6398,Not Known,140.24,4,3.5,July,560.96
ORD-00287,Zahra Edstrm,07/26/2026,Female,zahra.edström76@outlook.com,(714) 453-9283,Beauty,195.74,6,3.8,July,1174.44
ORD-00288,Unkown Unkown,07/26/2026,Female,Invalid email,(712) 748-8520,Toys,408.82,5,2.8,July,2044.1
ORD-00289,Milagros Ruiz,07/27/2026,Female,milagros.ruiz35@icloud.com,(214) 601-8778,Clothing,87.95,3,2.8,July,263.85
ORD-00291,Georgina Khatun,05/05/2026,Female,georgina.khatun14@outlook.com,(786) 744-7060,Electronics,290.87,3,4.0,May,872.61
ORD-00292,Agnete Raramuri,07/27/2026,-,agnete.raramuri48@gmail.com,(719) 818-8238,Home,80.6,6,2.8,July,483.6
ORD-00293,Ghada Luafutu,07/27/2026,-,ghada.luafutu77@icloud.com,(415) 844-1004,Electronics,364.89,2,3.6,July,729.78
ORD-00294,Kristiina Mae,07/28/2026,-,kristiina.mae88@gmail.com,(813) 932-8365,Home,383.62,1,2.8,July,383.62
ORD-00295,Gempo Faupula,07/28/2026,-,gempo.faupula38@gmail.com,(651) 647-1284,Clothing,91.66,8,1.9,July,733.28
ORD-00296,Justin Ignatiev,07/28/2026,-,justin.ignatiev87@outlook.com,(651) 427-2849,Grocery,345.81,5,4.8,July,1729.05
ORD-00298,Khamphout Espinoza,07/28/2026,Male,khamphout.espinoza16@icloud.com,(713) 995-2658,Toys,71.0,5,4.1,July,355.0
ORD-00299,Ricardo Karu,07/28/2026,-,ricardo.karu24@icloud.com,(518) 520-3231,Home,418.17,1,2.5,July,418.17
ORD-00300,Preeyaporn Sambu,07/29/2026,-,preeyaporn.sambu46@gmail.com,(805) 436-1274,Electronics,110.74,9,2.8,July,996.66
ORD-00302,Gregory Ramos,07/29/2026,Male,gregory.ramos77@gmail.com,(907) 913-9391,Home,11.22,1,3.2,July,11.22
ORD-00303,Joachim Ahamat,07/29/2026,Male,joachim.ahamat5@me.com,(619) 823-6313,Toys,364.54,8,1.9,July,2916.32
ORD-00304,Jonathan Ramdin,07/29/2026,Male,Invalid email,(714) 352-8680,Electronics,242.5,8,1.2,July,1940.0
ORD-00305,Brittany Callow,05/05/2026,-,brittany.callow47@yahoo.com,Unknown,Home,104.33,7,4.8,May,730.31
ORD-00306,Unkown Unkown,07/30/2026,Male,Invalid email,(915) 357-0464,Electronics,183.55,1,4.0,July,183.55
ORD-00307,Erick Le Bihan,05/05/2026,-,Invalid email,(904) 608-6023,Grocery,129.28,3,4.7,May,387.84
ORD-00308,Erick Nasr,07/30/2026,Male,erick.nasr6@gmail.com,(330) 328-7754,Electronics,138.87,1,4.4,July,138.87
ORD-00309,Meera Antunovi,07/31/2026,Female,meera.antunović47@hotmail.com,(240) 262-6161,Beauty,406.64,1,1.1,July,406.64
ORD-00310,Mary Morgan,05/05/2026,Female,mary.morgan3@gmail.com,(480) 646-4794,Electronics,458.28,6,1.8,May,2749.68
ORD-00311,Daniel Barton,07/31/2026,Male,daniel.barton11@gmail.com,(571) 801-3363,Beauty,342.41,6,3.3,July,2054.46
ORD-00312,Unkown Unkown,07/31/2026,Male,charles.vorontsov68@icloud.com,Unknown,Home,380.79,9,1.4,July,3427.11
ORD-00314,Dnis Pereira,07/31/2026,Male,dênis.pereira94@yahoo.com,(914) 714-6555,Beauty,84.56,1,3.7,July,84.56
ORD-00315,Unkown Unkown,08/01/2026,-,rodney.latif89@gmail.com,(832) 878-0187,Beauty,88.1,5,2.8,August,440.5
ORD-00316,Margaret Simonsen,08/01/2026,-,margaret.simonsen5@gmail.com,(224) 588-0919,Grocery,94.08,6,4.1,August,564.48
ORD-00317,Spiwe Gakou,08/01/2026,-,Invalid email,(516) 689-6893,Home,301.51,9,3.4,August,2713.59
ORD-00319,Crystal Cohen,08/01/2026,-,crystal.cohen96@gmail.com,(810) 209-7583,Not Known,389.05,5,1.6,August,1945.25
ORD-00320,Sergio Luna,08/02/2026,-,sergio.luna57@icloud.com,Unknown,Toys,488.36,8,2.3,August,3906.88
ORD-00321,Unkown Unkown,08/02/2026,Female,sopha.baumann64@gmail.com,(731) 496-7396,Home,242.5,3,4.0,August,727.5
ORD-00322,Salah Paulauskas,08/02/2026,Male,salah.paulauskas33@gmail.com,(212) 392-9557,Home,60.85,8,2.2,August,486.8
ORD-00323,George Gonzales,08/02/2026,Male,george.gonzales38@icloud.com,(651) 707-6538,Toys,242.5,7,1.6,August,1697.5
ORD-00324,Fabian Ould Khaled,08/02/2026,Male,Invalid email,(804) 675-4236,Toys,220.31,4,2.0,August,881.24
ORD-00325,Abdulrahman Shir,08/02/2026,Male,abdulrahman.shir35@gmail.com,(646) 405-3091,Beauty,326.56,1,3.0,August,326.56
ORD-00327,Nwe Oo Peralta,08/03/2026,Female,Invalid email,(361) 838-2753,Clothing,165.51,3,1.2,August,496.53
ORD-00328,Samantha Seitz,08/03/2026,Female,samantha.seitz23@yahoo.com,(559) 881-4043,Clothing,341.83,10,2.7,August,3418.3
ORD-00329,Unkown Unkown,08/03/2026,Male,odiljon.tumusiime61@icloud.com,(330) 962-4493,Grocery,142.83,5,1.5,August,714.15
ORD-00330,Turner,08/03/2026,-,佳穎.turner0@outlook.com,(702) 648-6554,Grocery,473.79,9,3.2,August,4264.11
ORD-00331,Rajan Seiuli,08/03/2026,Male,rajan.seiuli31@outlook.com,(405) 217-3707,Electronics,213.92,10,6.5,August,2139.2
ORD-00332,Tania Garcia,08/04/2026,-,tania.garcia13@gmail.com,(202) 952-0853,Home,48.24,9,2.4,August,434.16
ORD-00333,Sheila David,08/04/2026,-,sheila.david37@icloud.com,(704) 268-4504,Grocery,69.8,7,1.3,August,488.6
ORD-00334,Dana Paora,08/04/2026,Female,dana.paora17@gmail.com,(209) 707-8773,Beauty,383.32,2,4.4,August,766.64
ORD-00335,Francis Hall,08/04/2026,Male,francis.hall44@gmail.com,(434) 832-3254,Not Known,242.5,7,1.9,August,1697.5
ORD-00336,Paola Davaa,08/04/2026,-,Invalid email,(979) 521-3098,Toys,265.02,5,1.9,August,1325.1
ORD-00337,Wendy Amin,08/05/2026,Female,wendy.amin68@gmail.com,Unknown,Beauty,272.55,3,2.2,August,817.65
ORD-00338,Kiala Douaihy,05/05/2026,-,kiala.douaihy70@yahoo.com,(360) 708-1373,Clothing,148.21,5,2.8,May,741.05
ORD-00339,Unkown Unkown,08/05/2026,Female,Invalid email,(574) 464-1094,Home,19.99,7,3.1,August,139.93
ORD-00340,Sabina Karim,08/05/2026,Female,Invalid email,Unknown,Beauty,242.5,8,1.5,August,1940.0
ORD-00341,Unkown Unkown,08/05/2026,-,pihla.walsh71@gmail.com,(816) 408-4310,Not Known,282.31,2,6.5,August,564.62
ORD-00343,Hagos Egltis,08/06/2026,Male,hagos.eglītis93@gmail.com,(406) 253-9960,Electronics,242.5,10,2.9,August,2425.0
ORD-00344,Angela Vohor,08/06/2026,Female,angela.vohor7@yahoo.com,(612) 660-4813,Electronics,196.4,9,4.8,August,1767.6
ORD-00345,Patricia Dacko,08/06/2026,Female,patricia.dacko90@icloud.com,(312) 756-3581,Grocery,72.96,5,2.3,August,364.8
ORD-00347,Manuel Miller,05/05/2026,Male,Invalid email,(202) 955-6963,Clothing,105.01,8,2.7,May,840.08
ORD-00348,Yannis Anderson,08/07/2026,-,yannis.anderson31@icloud.com,(318) 902-8297,Clothing,317.89,9,1.4,August,2861.01
ORD-00349,Vanessa Dumas,05/05/2026,Female,vanessa.dumas62@gmail.com,(719) 572-0315,Toys,279.8,5,2.8,May,1399.0
ORD-00350,Antoine Meredith,08/07/2026,-,antoine.meredith97@gmail.com,(305) 810-9475,Toys,424.69,4,3.0,August,1698.76
ORD-00352,Varun Chin,08/07/2026,Male,varun.chin30@icloud.com,(512) 302-9905,Grocery,359.68,1,2.8,August,359.68
ORD-00353,Floris Loth,08/08/2026,Male,floris.loth8@outlook.com,(414) 770-2470,Electronics,242.5,3,2.5,August,727.5
ORD-00354,Norazlina Berglund,08/08/2026,Female,norazlina.berglund55@gmail.com,(785) 753-0806,Clothing,58.86,3,2.4,August,176.58
ORD-00355,Sophie Nistor,08/08/2026,Female,Invalid email,(818) 758-9621,Clothing,480.35,9,1.3,August,4323.15
ORD-00356,Claudio Razafy,05/05/2026,-,claudio.razafy11@gmail.com,(202) 422-3478,Beauty,126.31,6,2.8,May,757.86
ORD-00357,Wendy Ramtohul,08/08/2026,-,wendy.ramtohul21@gmail.com,(315) 635-9292,Toys,304.9,3,2.4,August,914.7
ORD-00358,Unkown Unkown,05/05/2026,Female,huệ.djata49@gmail.com,(612) 410-6464,Toys,413.87,9,3.4,May,3724.83
ORD-00359,Solange Masiya,08/09/2026,Female,solange.masiya88@icloud.com,(530) 205-0912,Grocery,23.3,4,2.2,August,93.2
ORD-00360,Chiawei Njai,08/09/2026,Male,chia-wei.njai97@gmail.com,(903) 927-5104,Electronics,475.5,10,2.7,August,4755.0
ORD-00361,Florencia Germain,08/09/2026,Female,florencia.germain96@gmail.com,(972) 564-1029,Grocery,95.66,9,3.9,August,860.94
ORD-00363,David Hlatshwako,08/09/2026,-,david.hlatshwako19@gmail.com,Unknown,Beauty,484.94,2,1.6,August,969.88
ORD-00364,Constantina Gibbs,08/10/2026,Female,constantina.gibbs20@gmail.com,(916) 240-2785,Grocery,112.59,2,4.4,August,225.18
ORD-00365,Toktokan Burton,05/05/2026,-,toktokan.burton21@gmail.com,(843) 670-3529,Toys,242.5,3,2.8,May,727.5
ORD-00366,Giacomo Makhetha,08/10/2026,-,giacomo.makhetha13@icloud.com,(619) 826-2530,Grocery,405.53,6,4.3,August,2433.18
ORD-00367,Jorge Iqbal,08/10/2026,Male,jorge.iqbal61@gmail.com,(218) 226-2082,Clothing,260.38,6,1.1,August,1562.28
ORD-00368,Kushal Mathebula,08/10/2026,-,Invalid email,(937) 832-3630,Beauty,273.0,1,4.1,August,273.0
ORD-00369,Brian Verhoeven,08/10/2026,Male,brian.verhoeven40@gmail.com,(406) 824-4329,Toys,220.65,5,1.1,August,1103.25
ORD-00370,Danilo Keane,08/11/2026,-,Invalid email,(801) 663-6112,Grocery,384.91,6,1.1,August,2309.46
ORD-00371,Consuelo Mesebeluu,08/11/2026,-,consuelo.mesebeluu70@yahoo.com,(513) 969-6342,Electronics,192.61,9,2.2,August,1733.49
ORD-00372,Emihner Rowe,08/11/2026,-,emihner.rowe55@me.com,(305) 903-6237,Grocery,142.92,1,4.4,August,142.92
ORD-00373,Mustapha Baetov,08/11/2026,Male,mustapha.baetov1@icloud.com,Unknown,Beauty,319.14,5,3.8,August,1595.7
ORD-00374,Cholmi Ziegler,08/11/2026,Female,chol-mi.ziegler30@gmail.com,(212) 335-1235,Not Known,185.29,7,3.1,August,1297.03
ORD-00375,Nantongo Bhatia,08/11/2026,Female,nantongo.bhatia91@live.com,(336) 806-0210,Beauty,383.94,5,3.9,August,1919.7
ORD-00376,Rasheed Nunez,08/12/2026,-,rasheed.nunez55@yahoo.com,(831) 423-2018,Clothing,132.54,3,1.1,August,397.62
ORD-00377,Radhia Heimana,08/12/2026,Female,radhia.heimana64@gmail.com,(301) 502-7008,Home,464.24,1,3.3,August,464.24
ORD-00379,Enzo Agbessi,08/12/2026,Male,enzo.agbessi77@icloud.com,(229) 958-5463,Home,80.77,5,10.0,August,403.85
ORD-00380,Luz Colon,08/13/2026,Female,Invalid email,(812) 503-7495,Home,469.39,8,3.3,August,3755.12
ORD-00381,Dias Weldemariam,08/13/2026,-,dias.weldemariam98@yahoo.com,(309) 977-8956,Toys,399.18,5,4.7,August,1995.9
ORD-00382,Simon Demissie,05/05/2026,-,simon.demissie43@gmail.com,(301) 884-4463,Home,346.79,3,4.4,May,1040.37
ORD-00383,Fulya Blondel,08/13/2026,-,fulya.blondel25@gmail.com,(850) 571-6140,Grocery,375.73,7,1.2,August,2630.11
ORD-00384,Douglas Abdelaziz,08/13/2026,Male,douglas.abdelaziz47@gmail.com,(901) 407-0798,Toys,161.5,6,1.3,August,969.0
ORD-00385,Miguel Rakotondraibe,08/14/2026,Male,Invalid email,(775) 651-7059,Grocery,377.29,5,2.8,August,1886.45
ORD-00386,Tnin Douglas,05/05/2026,Female,tènin.douglas36@gmail.com,(253) 451-5062,Clothing,424.69,7,1.1,May,2972.83
ORD-00387,Liliana Sharma,05/05/2026,Female,liliana.sharma71@gmail.com,(805) 264-4602,Home,270.75,4,3.7,May,1083.0
ORD-00388,Ricardo Darroux,08/14/2026,-,ricardo.darroux35@yahoo.com,(832) 320-0536,Not Known,18.99,4,3.5,August,75.96
ORD-00389,Carolina Villa,08/14/2026,-,carolina.villa44@gmail.com,(210) 406-9272,Home,117.77,6,4.7,August,706.62
ORD-00390,Bilal Pidjot,08/15/2026,Male,bilal.pidjot11@gmail.com,(863) 318-7040,Beauty,242.5,7,4.8,August,1697.5
ORD-00391,Souleymane Mykytenko,08/14/2026,Male,souleymane.mykytenko56@icloud.com,(281) 913-8416,Grocery,19.99,3,2.3,August,59.97
ORD-00392,Moinaecha Said,08/15/2026,-,moinaecha.said85@yahoo.com,(415) 983-2405,Toys,249.8,8,1.3,August,1998.4
ORD-00394,Sabah Alshahin,08/15/2026,-,sabah.al-shahin20@gmail.com,(786) 812-0913,Grocery,226.24,8,1.1,August,1809.92
ORD-00395,Maureen Wahlstrm,05/05/2026,Female,maureen.wahlström0@gmail.com,(505) 960-1201,Clothing,167.49,7,4.3,May,1172.43
ORD-00396,Mats Nfubea,08/16/2026,-,mats.nfubea90@icloud.com,(941) 591-8444,Home,463.44,4,3.6,August,1853.76
ORD-00397,Pilioko Mndru,08/16/2026,Male,pilioko.mîndru96@icloud.com,(818) 986-1734,Electronics,92.53,2,2.8,August,185.06
ORD-00398,Soraya Radiov,08/16/2026,Female,soraya.radičová15@gmail.com,Unknown,Toys,50.13,3,1.8,August,150.39
ORD-00399,Wafa Mdard,08/16/2026,-,wafa.médard14@gmail.com,(915) 800-8453,Toys,40.48,9,2.5,August,364.32
ORD-00400,Kaboua Harris,08/16/2026,Female,kaboua.harris74@icloud.com,Unknown,Electronics,129.53,1,4.8,August,129.53
ORD-00401,Ratchada Tshisekedi,08/16/2026,-,ratchada.tshisekedi37@live.com,(608) 218-6237,Toys,285.81,4,1.6,August,1143.24
ORD-00402,Budur Mw,08/17/2026,Female,budur.mwà81@optimum.net,(210) 571-9062,Beauty,397.73,10,1.5,August,3977.3
ORD-00403,Ahmed Ogoulat,05/05/2026,-,ahmed.ogoulat55@icloud.com,(646) 904-8016,Clothing,242.5,3,2.5,May,727.5
ORD-00404,Shariful Tashiev,08/17/2026,Male,shariful.tashiev71@yahoo.com,(720) 463-2191,Not Known,345.85,5,3.9,August,1729.25
ORD-00405,Nestan Seruya,08/17/2026,Female,nestan.seruya85@gmail.com,(804) 967-8283,Toys,242.5,4,2.4,August,970.0
ORD-00406,Unkown Unkown,08/17/2026,Male,lyubomir.rakhmonov89@gmail.com,(713) 721-8437,Grocery,120.07,4,3.7,August,480.28
ORD-00407,Sylvia Zrcher,05/05/2026,-,sylvia.zürcher95@icloud.com,(214) 505-2920,Toys,118.06,5,3.7,May,590.3
ORD-00408,Unkown Unkown,08/18/2026,Male,jae-hwan.longo76@gmail.com,(847) 909-9466,Electronics,53.83,10,2.8,August,538.3
ORD-00409,Amanda Camacho,08/18/2026,Female,amanda.camacho77@gmail.com,(312) 225-4192,Home,122.5,2,2.4,August,245.0
ORD-00410,Agns Keita,08/18/2026,Female,agnès.keita42@gmail.com,(704) 464-9762,Electronics,485.54,10,3.5,August,4855.4
ORD-00411,Emma Delgado,08/18/2026,-,emma.delgado81@gmail.com,Unknown,Home,431.83,8,4.2,August,3454.64
ORD-00412,Catherine Nxumalo,08/18/2026,-,catherine.nxumalo1@icloud.com,(816) 887-5218,Toys,461.68,6,3.5,August,2770.08
ORD-00413,Lorena Martin,05/05/2026,-,lorena.martin33@icloud.com,(202) 684-3872,Not Known,44.27,7,1.3,May,309.89
ORD-00414,Iki Dumont,08/19/2026,-,iki.dumont82@gmail.com,(805) 912-1115,Electronics,485.78,3,1.6,August,1457.34
ORD-00415,Linda Alshahrani,08/19/2026,Female,linda.al-shahrani77@gmail.com,(214) 278-7259,Toys,27.7,1,2.8,August,27.7
ORD-00417,Jazmn Murr,08/19/2026,-,jazmín.murr19@gmail.com,(515) 378-0214,Beauty,488.62,3,3.6,August,1465.86
ORD-00418,Aljo Abou Khalil,05/05/2026,-,Invalid email,(210) 433-3387,Home,393.43,6,3.5,May,2360.58
ORD-00419,Anna Uzochukwu,08/20/2026,-,anna.uzochukwu23@gmail.com,(719) 818-7599,Electronics,231.85,1,2.8,August,231.85
ORD-00420,Han Ledezma,05/05/2026,-,han.ledezma29@yahoo.com,(602) 223-2013,Electronics,359.31,7,4.9,May,2515.17
ORD-00421,Carmen Henriques,08/20/2026,Female,carmen.henriques62@icloud.com,(915) 886-5308,Electronics,354.0,10,4.4,August,3540.0
ORD-00422,Rania Zbus,08/20/2026,-,rania.zébus0@icloud.com,(940) 909-0818,Clothing,262.03,10,3.9,August,2620.3
ORD-00423,Barbara Pistone,08/20/2026,Female,barbara.pistone70@gmail.com,(763) 886-6305,Electronics,229.43,6,1.7,August,1376.58
ORD-00424,Terence Andriamahery,08/21/2026,-,terence.andriamahery36@icloud.com,(310) 637-4373,Clothing,393.76,100,2.0,August,39376.0
ORD-00425,Klaus Erazo,05/05/2026,Male,klaus.erazo92@gmail.com,(859) 378-5471,Toys,200.22,6,1.7,May,1201.32
ORD-00427,Fernande Lora,05/05/2026,Female,fernande.lora83@yahoo.com,(412) 602-0631,Clothing,45.04,5,1.3,May,225.2
ORD-00428,Hiba Nicolle,05/05/2026,-,hiba.nicolle49@icloud.com,(213) 937-8925,Toys,152.95,10,2.1,May,1529.5
ORD-00429,Unkown Unkown,08/21/2026,-,wangeci.beache50@icloud.com,Unknown,Home,120.36,6,1.3,August,722.16
ORD-00430,Miguel Johnson,08/22/2026,-,Invalid email,(202) 902-0877,Clothing,17.75,4,2.6,August,71.0
ORD-00431,Fallon Nanyonga,08/22/2026,-,fallon.nanyonga30@gmail.com,Unknown,Toys,74.15,5,2.5,August,370.75
ORD-00432,Derek Vega,08/22/2026,-,derek.vega40@gmail.com,(734) 883-1736,Home,281.09,6,4.4,August,1686.54
ORD-00433,Qurrat Santos,08/22/2026,Female,qurrat.santos7@gmail.com,(217) 407-7407,Toys,478.91,2,2.8,August,957.82
ORD-00434,Adrian Karma,08/22/2026,Male,adrian.karma30@icloud.com,(520) 773-5344,Home,5.03,5,1.4,August,25.15
ORD-00435,Nura Bonini,08/23/2026,-,nura.bonini16@outlook.com,(505) 940-5923,Home,349.04,3,1.4,August,1047.12
ORD-00436,Vera Davlatov,05/05/2026,Female,vera.davlatov89@icloud.com,(254) 735-6501,Beauty,166.82,6,4.0,May,1000.92
ORD-00437,Henri Maxwell,08/23/2026,Male,henri.maxwell3@gmail.com,(513) 530-2570,Grocery,242.5,6,3.9,August,1455.0
ORD-00438,Vincent Jamtsho,08/23/2026,Male,vincent.jamtsho78@gmail.com,(936) 246-9932,Not Known,458.42,8,2.8,August,3667.36
ORD-00439,Isabelle Zhou,08/24/2026,Female,isabelle.zhou26@icloud.com,(404) 788-1376,Electronics,74.3,10,3.5,August,743.0
ORD-00440,No Matveev,05/05/2026,Male,noé.matveev25@gmail.com,(615) 872-0363,Electronics,302.03,8,3.3,May,2416.24
ORD-00441,Aaron Filali,08/24/2026,Male,aaron.filali86@gmail.com,(913) 614-6977,Toys,42.63,5,2.4,August,213.15
